article_doi,data_id
10.1021/acs.inorgchem.6b03084,10.5517/ccdc.csd.cc1nmm2z
10.1002/anie.200802567,10.5517/cc9p8cl
10.1002/anie.200802567,10.5517/ccs4tnc
10.1186/s12966-016-0433-3,10.6084/m9.figshare.c.3645650
10.1186/s13326-016-0078-9,10.6084/m9.figshare.c.3622397
10.1039/b310592j,10.5517/cc7h1yp
10.1039/b310592j,10.5517/cc7h1pf
10.1039/b310592j,10.5517/cc7h1rh
10.1039/b310592j,10.5517/cc7h1tk
10.1039/b310592j,10.5517/cc7h1vl
10.1039/b310592j,10.5517/cc7h1wm
10.1039/b310592j,10.5517/cc7h1sj
10.1039/b310592j,10.5517/cc7h1xn
10.1039/b310592j,10.5517/cc7h1qg
10.1021/om500450e,10.5517/cc1092bq
10.1021/om500450e,10.5517/cc1092cr
10.1021/om500450e,10.5517/cc1092ds
10.1039/b510097f,10.5517/cc9c9zx
10.1140/epjc/s2003-01229-x,10.17182/hepdata.43405
10.1140/epjc/s2003-01229-x,10.17182/hepdata.43196.v1
10.1140/epjc/s2003-01229-x,10.17182/hepdata.43196
10.1140/epjc/s2003-01229-x,10.17182/hepdata.43405.v1
10.1021/ol501854q,10.5517/cc12tfv5
10.1039/b006851i,10.5517/cc59cph
10.1002/ejic.201301008,10.5517/ccdc.csd.ccz3ct7
10.1002/ejic.201301008,10.5517/ccdc.csd.ccymqt2
10.1002/ejic.201301008,10.5517/ccdc.csd.ccz3cyc
10.1002/ejic.200901227,10.5517/cctf65l
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn3x
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn60
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn0t
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn82
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhmzr
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn2w
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn4y
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn1v
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn71
10.1021/acs.inorgchem.7b00664,10.5517/ccdc.csd.cc1nhn5z
10.1039/b613756c,10.5517/ccnwcmh
10.1039/b613756c,10.5517/ccnwclg
10.1039/b613756c,10.5517/ccnwckf
10.1002/anie.200604493,10.5517/ccntj65
10.1021/om200828a,10.5517/cczdp34
10.1021/om200828a,10.5517/cczdp45
10.1016/j.bmcl.2010.07.138,3o28
10.1016/j.bmcl.2010.07.138,3o29
10.1016/j.bmcl.2010.07.138,3o2a
10.1073/pnas.1506516112,10.5281/zenodo.17442
10.1021/ja074669i,10.5517/ccqr6k6
10.1002/anie.201005156,10.5517/ccvh06j
10.1016/j.ica.2008.09.052,10.5517/ccqvrq0
10.1016/j.ica.2008.09.052,10.5517/ccqvrny
10.1016/j.ica.2008.09.052,10.5517/ccqvrpz
10.1002/anie.201508600,10.5517/cc1jn208
10.1002/anie.201508600,10.5517/cc1j3v4m
10.1021/ja0292546,10.5517/cc6m99d
10.1021/ja0292546,10.5517/cc6m9cg
10.1021/ja0292546,10.5517/cc6m9dh
10.1021/ja0292546,10.5517/cc6m9fj
10.1021/ja0292546,10.5517/cc6m9bf
10.1002/chem.201602010,10.5517/ccdc.csd.cc1kfzfd
10.1002/chem.201602010,10.5517/ccdc.csd.cc1kxvw6
10.1002/chem.201602010,10.5517/ccdc.csd.cc1kv41l
10.1039/c5nj01919b,10.5517/cc14cdc8
10.1039/c4dt01097c,10.5517/cc12g5qf
10.1039/c4dt01097c,10.5517/cc12g5rg
10.1039/c4dt01097c,10.5517/cc12g5tj
10.1039/c4dt01097c,10.5517/cc12g5xm
10.1039/c4dt01097c,10.5517/cc12g5vk
10.1039/c4dt01097c,10.5517/cc12g5wl
10.1039/c4dt01097c,10.5517/cc12g5sh
10.1140/epjc/s2004-01964-4,10.17182/hepdata.73628
10.1140/epjc/s2004-01964-4,10.17182/hepdata.74689.v1
10.1140/epjc/s2004-01964-4,10.17182/hepdata.73628.v1
10.1140/epjc/s2004-01964-4,10.17182/hepdata.74689
10.1073/pnas.152088999,1gka
10.1016/0370-2693(79)90699-3,10.17182/hepdata.27352.v1
10.1016/0370-2693(79)90699-3,10.17182/hepdata.27686.v1
10.1016/0370-2693(79)90699-3,10.17182/hepdata.27352
10.1016/0370-2693(79)90699-3,10.17182/hepdata.27686
10.1039/c3cc43613f,10.5517/cc10ftjs
10.1039/c3cc43613f,10.5517/cc10fthr
10.1039/c3cc43613f,10.5517/cc10ftgq
10.1039/c3dt51632f,10.5517/cc10ncst
10.1039/c3dt51632f,10.5517/cc10nctv
10.1039/c3dt51632f,10.5517/cc10ncvw
10.1016/j.physletb.2014.09.007,10.17182/hepdata.64151.v1
10.1016/j.physletb.2014.09.007,10.17182/hepdata.63372
10.1016/j.physletb.2014.09.007,10.17182/hepdata.64151
10.1016/j.physletb.2014.09.007,10.17182/hepdata.63372.v1
10.1016/0370-2693(83)91541-1,10.17182/hepdata.6654
10.1016/0370-2693(83)91541-1,10.17182/hepdata.6449
10.1016/0370-2693(83)91541-1,10.17182/hepdata.6449.v1
10.1016/0370-2693(83)91541-1,10.17182/hepdata.6654.v1
10.1016/j.poly.2013.02.028,10.5517/cczrnfs
10.1016/j.poly.2013.02.028,10.5517/cczrngt
10.1021/ja904459q,10.5517/ccs8dm1
10.1021/ja904459q,10.5517/cct4hp3
10.1093/emboj/16.21.6548,1bix
10.1093/emboj/16.21.6548,1dnk
10.1093/emboj/16.21.6548,1ako
10.1021/ic301563u,10.5517/cczmsr3
10.1021/ic301563u,10.5517/cczmsq2
10.1021/om200624v,10.5517/ccz7p73
10.1021/om200624v,10.5517/ccz7p95
10.1021/om200624v,10.5517/ccz7pd8
10.1021/om200624v,10.5517/ccz7p84
10.1021/om200624v,10.5517/ccz7pc7
10.1021/om200624v,10.5517/ccz7pb6
10.1021/om200624v,10.5517/ccz7p62
10.1016/j.epsl.2011.01.020,10.1594/pangaea.786706
10.1016/j.epsl.2011.01.020,10.1594/pangaea.786708
10.1016/j.epsl.2011.01.020,10.1594/pangaea.786707
10.1016/j.bmc.2016.08.046,10.5517/ccdc.csd.cc1kv6p9
10.1140/epjc/s10052-007-0220-z,10.17182/hepdata.45200.v1
10.1140/epjc/s10052-007-0220-z,10.17182/hepdata.45640.v1
10.1140/epjc/s10052-007-0220-z,10.17182/hepdata.45200
10.1140/epjc/s10052-007-0220-z,10.17182/hepdata.45640
10.1002/anie.201502569,10.5517/cc148qty
10.1039/c4cc08718f,10.5517/cc13n05y
10.1039/c4cc08718f,10.5517/cc13n04x
10.1039/b513942b,2ccw
10.1002/anie.200501761,10.5517/cc91vbh
10.1002/anie.200501761,10.5517/cc91vgm
10.1002/anie.200501761,10.5517/cc91vcj
10.1002/anie.200501761,10.5517/cc91v8f
10.1002/anie.200501761,10.5517/cc91v9g
10.1002/anie.200501761,10.5517/cc91vdk
10.1002/anie.200501761,10.5517/cc91vfl
10.1021/ja3083494,10.5517/ccyrqv7
10.1021/ja3083494,10.5517/ccyrqw8
10.1021/ja3083494,10.5517/cc10sf18
10.1080/00387010902772336,10.5517/ccqj1py
10.1080/00387010902772336,10.5517/ccqj1qz
10.1080/00387010902772336,10.5517/ccqj1r0
10.1038/ng.168,nr_001592
10.1186/s13073-016-0315-y,10.6084/m9.figshare.c.3643313
10.1039/b110829h,10.5517/cc5wffw
10.1039/b110829h,10.5517/cc5bb0t
10.1016/0550-3213(76)90425-9,10.17182/hepdata.36280
10.1016/0550-3213(76)90425-9,10.17182/hepdata.36077
10.1016/0550-3213(76)90425-9,10.17182/hepdata.36280.v1
10.1016/0550-3213(76)90425-9,10.17182/hepdata.36077.v1
10.1039/c5dt02535d,10.5517/cc1j8lft
10.1039/c5dt02535d,10.5517/cc1j8lp2
10.1039/c5dt02535d,10.5517/cc1j8lky
10.1039/c5dt02535d,10.5517/cc1j8lq3
10.1039/c5dt02535d,10.5517/cc1j8lr4
10.1039/c5dt02535d,10.5517/cc1j8lgv
10.1039/c5dt02535d,10.5517/cc1j8ljx
10.1039/c5dt02535d,10.5517/cc1j8ln1
10.1039/c5dt02535d,10.5517/cc1j8lm0
10.1039/c5dt02535d,10.5517/cc1j8ls5
10.1016/j.physletb.2011.06.015,10.17182/hepdata.57278
10.1016/j.physletb.2011.06.015,10.17182/hepdata.57278.v1
10.1016/j.physletb.2011.06.015,10.17182/hepdata.57742.v1
10.1016/j.physletb.2011.06.015,10.17182/hepdata.57742
10.1038/sj.onc.1209853,nm_00767
10.1002/chem.200305641,10.5517/cc76cxp
10.1002/chem.200305641,10.5517/cc76cyq
10.1021/ol051214u,10.5517/cc9q202
10.1371/journal.ppat.1002923,4aqz
10.1371/journal.ppat.1002923,4ar0
10.1371/journal.ppat.1002923,4av2
10.1038/90415,1h6q
10.1038/90415,1h6q
10.1038/90415,1h7y
10.1038/90415,1h7y
10.1039/b409989c,10.5517/cc85jfc
10.1039/b409989c,10.5517/cc85jgd
10.1140/epjc/s2003-01171-y,10.17182/hepdata.48352.v1
10.1140/epjc/s2003-01171-y,10.17182/hepdata.48881.v1
10.1140/epjc/s2003-01171-y,10.17182/hepdata.48352
10.1140/epjc/s2003-01171-y,10.17182/hepdata.48881
10.1016/0370-2693(95)01586-8,10.17182/hepdata.52363.v1
10.1016/0370-2693(95)01586-8,10.17182/hepdata.51699
10.1016/0370-2693(95)01586-8,10.17182/hepdata.52363
10.1016/0370-2693(95)01586-8,10.17182/hepdata.51699.v1
10.1021/ic3014046,10.5517/ccypb20
10.1021/ic3014046,10.5517/ccypb1z
10.1021/ic3014046,10.5517/ccypb0y
10.1039/c3cc43935f,10.5517/cc10g7tj
10.1039/c3cc43935f,10.5517/cc10g7sh
10.1039/c3cc43935f,10.5517/cc10g7pd
10.1039/c3cc43935f,10.5517/cc10g7rg
10.1039/c3cc43935f,10.5517/cc10g7nc
10.1039/c3cc43935f,10.5517/cc10g7qf
10.1002/chem.201002771,10.5517/ccvnx0d
10.1021/ol800070y,10.5517/ccqjr10
10.1002/anie.201108896,3ves
10.1002/anie.201108896,3vf2
10.1002/anie.201108896,3vez
10.1002/anie.201108896,3vex
10.1002/anie.201108896,3ver
10.1002/anie.201108896,3vf4
10.1002/anie.201108896,3veo
10.1002/anie.201108896,3vew
10.1002/anie.201108896,4e1b
10.1002/anie.201108896,3vet
10.1016/0370-2693(96)01156-2,10.17182/hepdata.47754.v1
10.1016/0370-2693(96)01156-2,10.17182/hepdata.47754
10.1006/jmbi.1999.3240,1d7o
10.1039/b109017h,10.5517/cc5rwh8
10.1039/b109017h,10.5517/cc5b8wm
10.1021/ja0604663,10.5517/ccn7zc6
10.1021/ja0604663,10.5517/cc981cy
10.1021/ja0604663,10.5517/ccn7zd7
10.1021/ja0604663,10.5517/ccn7zg9
10.1140/epjc/s10052-014-3109-7,10.17182/hepdata.64723.v1
10.1140/epjc/s10052-014-3109-7,10.17182/hepdata.65210.v1
10.1140/epjc/s10052-014-3109-7,10.17182/hepdata.64723
10.1140/epjc/s10052-014-3109-7,10.17182/hepdata.65210
10.1021/om049549n,10.5517/cc7x07c
10.1039/c3ob42167h,10.5517/cc11js3g
10.1039/c3ob42167h,10.5517/cc11js2f
10.1039/c0cc02043e,10.5517/ccv51kl
10.1039/c0cc02043e,10.5517/ccv51lm
10.1021/ol2029355,10.5517/ccxl5tg
10.1021/ol2029355,10.5517/ccxl5sf
10.1186/s13750-016-0057-8,10.6084/m9.figshare.c.3623255
10.1016/j.tet.2015.03.097,10.5517/cc13yt0w
10.1016/0370-2693(85)91339-5,10.17182/hepdata.30375.v1
10.1016/0370-2693(85)91339-5,10.17182/hepdata.30375
10.1039/c5sc03755g,10.5517/cc1j3ksz
10.1039/c5sc03755g,10.5517/cc1j3kw2
10.1039/c5sc03755g,10.5517/cc1j3kt0
10.1039/c5sc03755g,10.5517/cc1j3kry
10.1039/c5sc03755g,10.5517/cc1j3kv1
10.1021/ja076175r,10.5517/ccqr8l9
10.1002/chem.201202903,10.5517/ccyxk3h
10.1002/chem.201202903,10.5517/ccyxk4j
10.1016/j.micromeso.2008.08.052,10.5517/ccqpx9l
10.1016/j.nuclphysb.2003.09.001,10.17182/hepdata.43831
10.1016/j.nuclphysb.2003.09.001,10.17182/hepdata.43831.v1
10.1021/ic402105m,10.5517/cc11sgcn
10.1021/ic402105m,10.5517/cc11sgfq
10.1021/ic402105m,10.5517/cc11sgbm
10.1021/ic402105m,10.5517/cc11sgdp
10.1016/j.bmcl.2013.07.041,10.5517/ccxv07z
10.1016/j.bmcl.2013.07.041,10.5517/ccy8pgb
10.1002/adma.200702135,10.5517/ccnpcvj
10.1140/epjc/s10052-011-1809-9,10.17182/hepdata.58152
10.1140/epjc/s10052-011-1809-9,10.17182/hepdata.57668
10.1140/epjc/s10052-011-1809-9,10.17182/hepdata.57668.v1
10.1140/epjc/s10052-011-1809-9,10.17182/hepdata.58152.v1
10.1016/j.bmc.2013.04.075,10.5517/cczp1zn
10.1016/j.bmc.2013.04.075,10.5517/ccxwbqt
10.1016/j.bmc.2013.04.075,10.5517/cczp21r
10.1016/j.bmc.2013.04.075,10.5517/ccxwbps
10.1016/j.bmc.2013.04.075,10.5517/cczp22s
10.1016/j.bmc.2013.04.075,10.5517/ccxwbrv
10.1016/j.bmc.2013.04.075,10.5517/cczp1ym
10.1016/j.bmc.2013.04.075,10.5517/cczp20q
10.1016/j.bmc.2013.04.075,10.5517/ccxwbnr
10.1039/c1dt11456e,10.5517/ccx4fm2
10.1039/c1dt11456e,10.5517/ccx4fn3
10.1039/c1dt11456e,10.5517/ccq5nk2
10.1002/anie.201406203,10.5517/cc12v4rt
10.1002/anie.201406203,10.5517/cc12v4vx
10.1002/anie.201406203,10.5517/cc12v4tw
10.1002/anie.201406203,10.5517/cc12v4sv
10.1016/0370-2693(95)00403-8,10.17182/hepdata.44897.v1
10.1016/0370-2693(95)00403-8,10.17182/hepdata.44897
10.1016/0370-2693(80)90680-2,10.17182/hepdata.5426
10.1016/0370-2693(80)90680-2,10.17182/hepdata.6339.v1
10.1016/0370-2693(80)90680-2,10.17182/hepdata.6339
10.1016/0370-2693(80)90680-2,10.17182/hepdata.5426.v1
10.1021/ic1011204,10.5517/ccs10sl
10.1021/ic1011204,10.5517/ccv1yrk
10.1021/ic1011204,10.5517/ccs10mf
10.1021/ic1011204,10.5517/ccv1ysl
10.1186/s13063-016-1661-1,10.6084/m9.figshare.c.3638039
10.1021/ic062475i,10.5517/ccqd2nt
10.1021/ic062475i,10.5517/ccqd2ms
10.1039/b718443c,10.5517/ccq7749
10.1039/b718443c,10.5517/ccq7738
10.1016/j.poly.2016.07.001,10.5517/ccdc.csd.cc1lrd0r
10.1016/j.poly.2016.07.001,10.5517/ccdc.csd.cc1lrd2t
10.1016/j.poly.2016.07.001,10.5517/ccdc.csd.cc1lrczp
10.1016/j.poly.2016.07.001,10.5517/ccdc.csd.cc1lrcyn
10.1016/j.poly.2016.07.001,10.5517/ccdc.csd.cc1lrd1s
10.1016/j.physletb.2013.01.042,10.17182/hepdata.59576.v1
10.1016/j.physletb.2013.01.042,10.17182/hepdata.60031.v1
10.1016/j.physletb.2013.01.042,10.17182/hepdata.60031
10.1038/78113,nm001278
10.1140/epjc/s10052-007-0442-0,10.17182/hepdata.48533.v1
10.1140/epjc/s10052-007-0442-0,10.17182/hepdata.48533
10.1140/epjc/s10052-013-2301-5,10.17182/hepdata.67447
10.1140/epjc/s10052-013-2301-5,10.17182/hepdata.68119.v1
10.1140/epjc/s10052-013-2301-5,10.17182/hepdata.67447.v1
10.1140/epjc/s10052-013-2301-5,10.17182/hepdata.68275
10.1140/epjc/s10052-013-2301-5,10.17182/hepdata.68275.v1
10.1140/epjc/s10052-013-2301-5,10.17182/hepdata.68119
10.1016/j.physletb.2015.07.069,10.17182/hepdata.69286.v1
10.1016/j.physletb.2015.07.069,10.17182/hepdata.69431
10.1016/j.physletb.2015.07.069,10.17182/hepdata.68590
10.1016/j.physletb.2015.07.069,10.17182/hepdata.69286
10.1016/j.physletb.2015.07.069,10.17182/hepdata.68590.v1
10.1016/j.physletb.2015.07.069,10.17182/hepdata.69431.v1
10.1016/j.physletb.2015.12.048,10.17182/hepdata.18941.v1
10.1016/j.physletb.2015.12.048,10.17182/hepdata.18593.v1
10.1016/j.physletb.2015.12.048,10.17182/hepdata.18941
10.1016/j.physletb.2015.12.048,10.17182/hepdata.18593
10.1039/b803364a,10.5517/ccqsh43
10.1039/b803364a,10.5517/ccqsh54
10.1039/b803364a,10.5517/ccqsh32
10.1039/c0dt01464h,10.5517/ccvsr8m
10.1039/c0dt01464h,10.5517/ccvsr7l
10.1039/c0dt01464h,10.5517/ccvsr6k
10.1039/c0dt01464h,10.5517/ccvsr9n
10.1039/c0dt01464h,10.5517/ccvz1wq
10.1039/b111392p,10.5517/cc5x87k
10.1039/b111392p,10.5517/cc5x86j
10.1073/pnas.0911209107,3la5
10.1039/c5ob01870f,10.5517/cc1jrvdj
10.1140/epjc/s10052-006-0035-3,10.17182/hepdata.45892.v1
10.1140/epjc/s10052-006-0035-3,10.17182/hepdata.45892
10.1140/epjc/s10052-006-0035-3,10.17182/hepdata.45202
10.1140/epjc/s10052-006-0035-3,10.17182/hepdata.45202.v1
10.1039/c5sc02776d,10.5517/cc13t9jr
10.1039/c5sc02776d,10.5517/cc13t9ks
10.1186/s12898-016-0103-y,10.6084/m9.figshare.c.3623213
10.1016/j.jmb.2006.08.078,2ivw
10.1039/b703770h,10.5517/ccph07d
10.1039/b703770h,10.5517/ccph08f
10.1039/b703770h,10.5517/ccph09g
10.1021/ic2018314,10.5517/ccx4sld
10.1021/ic2018314,10.5517/ccwtdy0
10.1021/ic2018314,10.5517/ccwtf03
10.1021/ic2018314,10.5517/ccx4smf
10.1111/j.1420-9101.2012.02465.x,10.5061/dryad.cp4tc417
10.1002/chem.200600827,10.5517/ccnhbgx
10.1002/chem.200600827,10.5517/ccnhbhy
10.1016/j.str.2005.08.012,2f1d
10.1039/b701257h,10.5517/ccpq18p
10.1039/b701257h,10.5517/ccpq16m
10.1039/b701257h,10.5517/ccpq17n
10.1016/0370-2693(80)90156-2,10.17182/hepdata.27273
10.1016/0370-2693(80)90156-2,10.17182/hepdata.27273.v1
10.1021/ic034851u,10.5517/cc7ptk8
10.1021/ic034851u,10.5517/cc7ptmb
10.1021/ic034851u,10.5517/cc7ptl9
10.1021/ic034851u,10.5517/cc7ptj7
10.1016/j.inoche.2008.11.019,10.5517/ccr72tv
10.1016/j.inoche.2008.11.019,10.5517/ccr72st
10.1016/j.inoche.2008.11.019,10.5517/ccr72qr
10.1016/j.inoche.2008.11.019,10.5517/ccr72pq
10.1016/j.inoche.2008.11.019,10.5517/ccr72rs
10.1002/ejic.200600944,10.5517/ccnh67k
10.1002/ejic.200600944,10.5517/ccnhtsq
10.1002/ejic.200600944,10.5517/ccnh66j
10.1002/ejic.200600944,10.5517/ccnh64g
10.1002/ejic.200600944,10.5517/ccnhtrp
10.1002/ejic.200600944,10.5517/ccnh65h
10.1002/ejic.200600944,10.5517/ccnh63f
10.1002/ejic.200600944,10.5517/ccnn7gz
10.1002/ejic.200600944,10.5517/ccnn7fy
10.1002/ejic.200600944,10.5517/ccnn7h0
10.1021/ja002217z,10.5517/cc56nbb
10.1021/ja002217z,10.5517/cc4gwv9
10.1021/ja002217z,10.5517/cc56ndd
10.1021/ja002217z,10.5517/cc56ncc
10.1002/chem.201302093,10.5517/cc10l0qb
10.1002/chem.201302093,10.5517/cc10l0rc
10.1016/j.tetlet.2007.09.150,10.5517/ccq3qtb
10.1016/j.tetlet.2007.09.150,10.5517/ccq3qwd
10.1016/j.tetlet.2007.09.150,10.5517/ccq3qvc
10.1186/s13075-016-1177-9,10.6084/m9.figshare.c.3640754
10.1039/c5dt03344f,10.5517/cc1jj8kw
10.1039/c5dt03344f,10.5517/cc1jj8lx
10.1002/chem.201201761,10.5517/cczy2gf
10.1002/adsc.200900818,10.5517/ccsrsgr
10.1002/adsc.200900818,10.5517/ccsrsfq
10.1002/adsc.200900818,10.5517/ccsrshs
10.1039/c4dt02196g,10.5517/cc130gp8
10.1039/c4dt02196g,10.5517/cc130gn7
10.1039/c4dt02196g,10.5517/cc130gm6
10.1039/b513221p,10.5517/cc9k555
10.1039/b513221p,10.5517/cc9k522
10.1039/b513221p,10.5517/cc9k511
10.1039/b513221p,10.5517/cc9k544
10.1039/b513221p,10.5517/cc9k533
10.1039/b513221p,10.5517/cc9k566
10.1039/c3dt52384e,10.5517/cc10y6rx
10.1016/j.physletb.2009.11.012,10.17182/hepdata.51960
10.1016/j.physletb.2009.11.012,10.17182/hepdata.52513.v1
10.1016/j.physletb.2009.11.012,10.17182/hepdata.52513
10.1016/j.physletb.2009.11.012,10.17182/hepdata.51960.v1
10.1002/chem.200701351,10.5517/ccpjhym
10.1002/chem.200701351,10.5517/ccpjhzn
10.1177/0020715212457095,10.3886/icpsr30302.v1
10.1177/0020715212457095,10.3886/icpsr22627.v1
10.1111/j.1444-0938.2012.00740.x,https://researchdata.ands.org.au/registry/registry_object/view/461292
10.1039/b516447h,10.5517/cc9zj1t
10.1039/b516447h,10.5517/cc9zj2v
10.1039/b516447h,10.5517/cc9zj3w
10.1039/b608628d,10.5517/ccnrvjr
10.1039/b608628d,10.5517/ccnrvks
10.1039/c4tc01275e,10.5517/cc12l6lg
10.1039/c1ob06699d,10.5517/ccxbjb2
10.1016/j.physletb.2012.06.061,10.17182/hepdata.58465.v1
10.1016/j.physletb.2012.06.061,10.17182/hepdata.58465
10.1016/j.physletb.2012.06.061,10.17182/hepdata.58918
10.1016/j.physletb.2012.06.061,10.17182/hepdata.58918.v1
10.1039/c3dt50255d,10.5517/cczbqjj
10.1039/b504241k,10.5517/cc8z1nx
10.1039/b504241k,10.5517/cc8z1mw
10.1021/jo061326e,10.5517/cc8wh8w
10.1016/j.ica.2008.03.081,10.5517/ccrkhb3
10.1111/nph.13935,10.5061/dryad.83g9k
10.1002/chem.201000632,10.5517/cctkjtp
10.1002/chem.201000632,10.5517/cctkjwr
10.1002/chem.201000632,10.5517/cctkjvq
10.1002/chem.201000632,10.5517/cctkjxs
10.1002/chem.201000632,10.5517/cctkjsn
10.1140/epjc/s10052-014-3134-6,10.17182/hepdata.65760.v1
10.1140/epjc/s10052-014-3134-6,10.17182/hepdata.65161.v1
10.1140/epjc/s10052-014-3134-6,10.17182/hepdata.65161
10.1140/epjc/s10052-014-3134-6,10.17182/hepdata.65760
10.1002/ejic.200900618,10.5517/ccsg3ht
10.1002/ejic.200900618,10.5517/ccsg3dq
10.1002/ejic.200900618,10.5517/ccsg3gs
10.1002/ejic.200900618,10.5517/ccsg3fr
10.1002/ejic.200900618,10.5517/ccsg3cp
10.1186/s12888-016-1038-8,10.6084/m9.figshare.c.3630146
10.1039/b800999f,10.5517/ccr3jp1
10.1039/b711650k,10.5517/ccq0t8s
10.1039/b711650k,10.5517/ccq0t7r
10.1039/b711650k,10.5517/ccq0t6q
10.1039/c003138k,10.5517/cctqlhl
10.1039/c003138k,10.5517/cctqlgk
10.1016/0370-2693(94)90344-1,10.17182/hepdata.45140
10.1016/0370-2693(94)90344-1,10.17182/hepdata.45140.v1
10.1098/rspa.2016.0495,10.6084/m9.figshare.c.3660956.v1
10.1098/rspa.2016.0495,10.6084/m9.figshare.c.3660956
10.1021/acs.organomet.5b00857,10.5517/cc1jz8g7
10.1021/acs.organomet.5b00857,10.5517/cc1jz8f6
10.1002/anie.200502505,10.5517/cc9bt5l
10.1002/anie.200502505,10.5517/cc9bt6m
10.1002/anie.200502505,10.5517/cc9bt7n
10.1002/anie.200502505,10.5517/cc9bt4k
10.1002/anie.200502505,10.5517/cc9bt8p
10.1002/anie.200502505,10.5517/cc9bt9q
10.1088/0954-3899/41/5/055002,10.17182/hepdata.66883.v1
10.1088/0954-3899/41/5/055002,10.17182/hepdata.66883
10.1088/0954-3899/41/5/055002,10.17182/hepdata.67077
10.1088/0954-3899/41/5/055002,10.17182/hepdata.66237
10.1088/0954-3899/41/5/055002,10.17182/hepdata.67077.v1
10.1088/0954-3899/41/5/055002,10.17182/hepdata.66237.v1
10.1039/c001078b,10.5517/cctlbd3
10.1140/epjc/s10052-012-1947-8,10.17182/hepdata.65435.v1
10.1140/epjc/s10052-012-1947-8,10.17182/hepdata.65435
10.1016/j.physletb.2003.07.031,10.17182/hepdata.49730.v1
10.1016/j.physletb.2003.07.031,10.17182/hepdata.49121
10.1016/j.physletb.2003.07.031,10.17182/hepdata.49121.v1
10.1016/j.physletb.2003.07.031,10.17182/hepdata.49730
10.1002/chem.201602690,10.5517/ccdc.csd.cc1lhnzq
10.1002/chem.201602690,10.5517/ccdc.csd.cc1lhnyp
10.1039/c0dt01580f,10.5517/ccvy8rs
10.1039/c0dt01580f,10.5517/ccvy8st
10.1039/c0dt01580f,10.5517/ccvy8pq
10.1039/c0dt01580f,10.5517/ccvy8yz
10.1039/c0dt01580f,10.5517/ccvy8vw
10.1039/c0dt01580f,10.5517/ccvy8qr
10.1039/c0dt01580f,10.5517/ccvy8tv
10.1039/c0dt01580f,10.5517/ccvy8xy
10.1039/c0dt01580f,10.5517/ccvy8wx
10.1140/epjc/s10052-013-2509-4,10.17182/hepdata.61166
10.1140/epjc/s10052-013-2509-4,10.17182/hepdata.61627
10.1140/epjc/s10052-013-2509-4,10.17182/hepdata.61166.v1
10.1140/epjc/s10052-013-2509-4,10.17182/hepdata.61627.v1
10.1021/ol800895q,10.5517/ccq9y75
10.1021/ol800895q,10.5517/ccq9y86
10.1021/jacs.5b07866,10.5517/cc1jz7zq
10.1021/jacs.5b07866,10.5517/cc1jz7qg
10.1021/jacs.5b07866,10.5517/cc1jz7tk
10.1021/jacs.5b07866,10.5517/cczbc3r
10.1021/jacs.5b07866,10.5517/cc1jz7xn
10.1021/jacs.5b07866,10.5517/cczbc7w
10.1021/jacs.5b07866,10.5517/cc1jz7sj
10.1021/jacs.5b07866,10.5517/cc1jz7vl
10.1021/jacs.5b07866,10.5517/cc1jz7rh
10.1021/jacs.5b07866,10.5517/cc1jz84x
10.1002/anie.201509967,10.5517/cc14gbrp
10.1021/ja404777g,10.5517/cc10flnp
10.1098/rsif.2013.0134,10.1594/pangaea.808948
10.1016/0550-3213(78)90196-7,10.17182/hepdata.35022.v1
10.1016/0550-3213(78)90196-7,10.17182/hepdata.35328
10.1016/0550-3213(78)90196-7,10.17182/hepdata.35022
10.1016/0550-3213(78)90196-7,10.17182/hepdata.35328.v1
10.1016/j.poly.2011.05.040,10.5517/ccv5v72
10.1016/j.poly.2011.05.040,10.5517/ccw1mtb
10.1016/j.poly.2008.04.010,10.5517/ccqfxvw
10.1016/j.inoche.2004.08.014,10.5517/cc835k2
10.1021/jo060926a,10.5517/ccnvvdq
10.1021/jo060926a,10.5517/ccnvvfr
10.1016/j.bmcl.2013.01.012,4idt
10.1016/j.bmcl.2013.01.012,4idv
10.1021/ja209831n,10.5517/cctz3rm
10.1021/ja209831n,10.5517/ccx348d
10.1016/j.tetasy.2010.03.047,10.5517/cct39pw
10.1016/0550-3213(85)90511-5,10.17182/hepdata.33711.v1
10.1016/0550-3213(85)90511-5,10.17182/hepdata.34084.v1
10.1016/0550-3213(85)90511-5,10.17182/hepdata.34084
10.1016/0550-3213(85)90511-5,10.17182/hepdata.33711
10.1186/s12931-016-0440-6,10.6084/m9.figshare.c.3596768
10.1021/cg200443p,10.5517/ccw6lf2
10.1021/cg200443p,10.5517/ccw6lg3
